2.5716 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
12.1262 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
14.5327 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000022136BFE130>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022137B8E820>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.5329 	EXP 	window1: mouseVisible = True
14.5331 	EXP 	window1: mouseVisible = False
14.5331 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.5331 	EXP 	window1: recordFrameIntervals = False
14.6982 	EXP 	window1: recordFrameIntervals = True
14.8822 	EXP 	Screen (0) actual frame rate measured at 60.01Hz
14.8823 	EXP 	window1: recordFrameIntervals = False
17.8936 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.9042 	EXP 	window1: mouseVisible = True
18.0852 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
18.0858 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
18.1618 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to Submit', units='height', win=Window(...), wrapWidth=1)
18.1619 	EXP 	window1: mouseVisible = True
18.1688 	EXP 	Imported study_words.xlsx as conditions, 5 conditions, 1 params
18.1712 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
18.1715 	EXP 	New trial (rep=0, index=0): {'study_word': 'book'}
18.2383 	EXP 	slider: autoLog = True
18.2383 	EXP 	slider: markerPos = None
18.2383 	EXP 	slider: styleTweaks = []
18.2383 	EXP 	slider: styleTweaks = []
18.2383 	EXP 	slider: styleTweaks = []
18.2383 	EXP 	slider: styleTweaks = []
18.2383 	EXP 	slider: contrast = 1.0
18.2383 	EXP 	slider: autoLog = True
18.2383 	EXP 	textbox: autoLog = True
18.2383 	EXP 	text: height = 0.05
18.2383 	EXP 	text: height = 0.05
18.2383 	EXP 	text: height = 0.05
18.2383 	EXP 	text: text = 'book'
18.2383 	EXP 	slider: markerPos = None
18.2383 	EXP 	slider: markerPos = None
18.2383 	EXP 	text: autoDraw = True
18.2383 	EXP 	slider: autoDraw = True
21.6674 	DATA 	Keypress: left
24.3840 	DATA 	Mouse: Left button down, pos=(420,218)
24.4106 	EXP 	slider: markerPos = 1.0
24.4255 	EXP 	slider: markerPos = 1.0
24.4390 	EXP 	slider: markerPos = 1.0
24.4511 	DATA 	Mouse:  Left button up, pos=(420,218)
24.4530 	EXP 	slider: markerPos = 1.0
24.4647 	EXP 	slider: markerPos = 1.0
24.4689 	EXP 	New trial (rep=0, index=1): {'study_word': 'vase'}
24.4936 	EXP 	text: autoDraw = False
24.4936 	EXP 	slider: autoDraw = False
24.4936 	EXP 	text: height = 0.05
24.4936 	EXP 	text: height = 0.05
24.4936 	EXP 	text: height = 0.05
24.4936 	EXP 	text: text = 'vase'
24.4936 	EXP 	slider: markerPos = None
24.4936 	EXP 	slider: markerPos = None
24.4936 	EXP 	text: autoDraw = True
24.4936 	EXP 	slider: autoDraw = True
26.1003 	DATA 	Mouse: Left button down, pos=(411,215)
26.1144 	EXP 	slider: markerPos = 0.9666666666666668
26.1313 	EXP 	slider: markerPos = 0.9666666666666668
26.1480 	EXP 	slider: markerPos = 0.9666666666666668
26.1643 	EXP 	slider: markerPos = 0.9666666666666668
26.1812 	EXP 	slider: markerPos = 0.9666666666666668
26.1980 	EXP 	slider: markerPos = 0.9666666666666668
26.2091 	DATA 	Mouse:  Left button up, pos=(411,215)
26.2144 	EXP 	slider: markerPos = 0.9666666666666668
26.2313 	EXP 	slider: markerPos = 1
26.2341 	EXP 	New trial (rep=0, index=2): {'study_word': 'tiger'}
26.2614 	EXP 	text: autoDraw = False
26.2614 	EXP 	slider: autoDraw = False
26.2614 	EXP 	text: height = 0.05
26.2614 	EXP 	text: height = 0.05
26.2614 	EXP 	text: height = 0.05
26.2614 	EXP 	text: text = 'tiger'
26.2614 	EXP 	slider: markerPos = None
26.2614 	EXP 	slider: markerPos = None
26.2614 	EXP 	text: autoDraw = True
26.2614 	EXP 	slider: autoDraw = True
27.7770 	DATA 	Mouse: Left button down, pos=(411,216)
27.7980 	EXP 	slider: markerPos = 0.9666666666666668
27.8145 	EXP 	slider: markerPos = 0.9666666666666668
27.8313 	EXP 	slider: markerPos = 0.9666666666666668
27.8482 	EXP 	slider: markerPos = 0.9666666666666668
27.8646 	EXP 	slider: markerPos = 0.9666666666666668
27.8814 	EXP 	slider: markerPos = 0.9666666666666668
27.8843 	DATA 	Mouse:  Left button up, pos=(411,216)
27.8980 	EXP 	slider: markerPos = 1
27.9008 	EXP 	New trial (rep=0, index=3): {'study_word': 'cushion '}
27.9232 	EXP 	text: autoDraw = False
27.9232 	EXP 	slider: autoDraw = False
27.9232 	EXP 	text: height = 0.05
27.9232 	EXP 	text: height = 0.05
27.9232 	EXP 	text: height = 0.05
27.9232 	EXP 	text: text = 'cushion '
27.9232 	EXP 	slider: markerPos = None
27.9232 	EXP 	slider: markerPos = None
27.9232 	EXP 	text: autoDraw = True
27.9232 	EXP 	slider: autoDraw = True
28.7335 	DATA 	Mouse: Left button down, pos=(429,212)
28.7480 	EXP 	slider: markerPos = 1.0333333333333334
28.7643 	EXP 	slider: markerPos = 1.0333333333333334
28.7812 	EXP 	slider: markerPos = 1.0333333333333334
28.7983 	EXP 	slider: markerPos = 1.0333333333333334
28.8144 	EXP 	slider: markerPos = 1.0333333333333334
28.8313 	EXP 	slider: markerPos = 1.0333333333333334
28.8479 	EXP 	slider: markerPos = 1.0333333333333334
28.8643 	EXP 	slider: markerPos = 1.0333333333333334
28.8667 	DATA 	Mouse:  Left button up, pos=(429,212)
28.8812 	EXP 	slider: markerPos = 1.0333333333333334
28.8837 	EXP 	New trial (rep=0, index=4): {'study_word': 'piano'}
28.9026 	EXP 	text: autoDraw = False
28.9026 	EXP 	slider: autoDraw = False
28.9026 	EXP 	text: height = 0.05
28.9026 	EXP 	text: height = 0.05
28.9026 	EXP 	text: height = 0.05
28.9026 	EXP 	text: text = 'piano'
28.9026 	EXP 	slider: markerPos = None
28.9026 	EXP 	slider: markerPos = None
28.9026 	EXP 	text: autoDraw = True
28.9026 	EXP 	slider: autoDraw = True
29.8166 	DATA 	Mouse: Left button down, pos=(435,220)
29.8314 	EXP 	slider: markerPos = 1.0555555555555556
29.8482 	EXP 	slider: markerPos = 1.0555555555555556
29.8645 	EXP 	slider: markerPos = 1.0555555555555556
29.8813 	EXP 	slider: markerPos = 1.0555555555555556
29.8981 	EXP 	slider: markerPos = 1.0555555555555556
29.9145 	EXP 	slider: markerPos = 1.0555555555555556
29.9312 	EXP 	slider: markerPos = 1.0555555555555556
29.9331 	DATA 	Mouse:  Left button up, pos=(435,220)
29.9480 	EXP 	slider: markerPos = 1.0555555555555556
29.9569 	EXP 	Imported test_words.xlsx as conditions, 10 conditions, 1 params
29.9579 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
29.9582 	EXP 	New trial (rep=0, index=0): {'test': '_oo_'}
29.9678 	EXP 	text: autoDraw = False
29.9678 	EXP 	slider: autoDraw = False
29.9678 	EXP 	text_2: height = 0.05
29.9678 	EXP 	text_2: height = 0.05
29.9678 	EXP 	text_2: height = 0.05
29.9678 	EXP 	text_2: text = '_oo_'
29.9678 	EXP 	text_2: autoDraw = True
29.9678 	EXP 	textbox: autoDraw = True
29.9678 	EXP 	text_3: autoDraw = True
31.4888 	DATA 	Keypress: b
31.7824 	DATA 	Keypress: o
31.9211 	DATA 	Keypress: o
32.6316 	DATA 	Keypress: k
33.3861 	DATA 	Keypress: return
34.7043 	DATA 	Mouse: Left button down, pos=(1010,216)
34.7181 	EXP 	New trial (rep=0, index=1): {'test': '_ia_n_'}
34.7313 	EXP 	text_2: autoDraw = False
34.7313 	EXP 	textbox: autoDraw = False
34.7313 	EXP 	text_3: autoDraw = False
34.7313 	EXP 	text_2: height = 0.05
34.7313 	EXP 	text_2: height = 0.05
34.7313 	EXP 	text_2: height = 0.05
34.7313 	EXP 	text_2: text = '_ia_n_'
34.7313 	EXP 	text_2: autoDraw = True
34.7313 	EXP 	textbox: autoDraw = True
34.7313 	EXP 	text_3: autoDraw = True
34.7830 	DATA 	Mouse:  Left button up, pos=(1010,216)
36.3719 	DATA 	Keypress: p
36.5819 	DATA 	Keypress: i
36.8369 	DATA 	Keypress: a
37.0550 	DATA 	Keypress: n
37.2151 	DATA 	Keypress: o
38.3989 	DATA 	Mouse: Left button down, pos=(996,217)
38.4023 	EXP 	New trial (rep=0, index=2): {'test': '_ea_o_'}
38.4165 	EXP 	text_2: autoDraw = False
38.4165 	EXP 	textbox: autoDraw = False
38.4165 	EXP 	text_3: autoDraw = False
38.4165 	EXP 	text_2: height = 0.05
38.4165 	EXP 	text_2: height = 0.05
38.4165 	EXP 	text_2: height = 0.05
38.4165 	EXP 	text_2: text = '_ea_o_'
38.4165 	EXP 	text_2: autoDraw = True
38.4165 	EXP 	textbox: autoDraw = True
38.4165 	EXP 	text_3: autoDraw = True
38.4678 	DATA 	Mouse:  Left button up, pos=(996,217)
48.4156 	EXP 	New trial (rep=0, index=3): {'test': 'c_m_r_'}
48.4309 	EXP 	text_2: autoDraw = False
48.4309 	EXP 	textbox: autoDraw = False
48.4309 	EXP 	text_3: autoDraw = False
48.4309 	EXP 	text_2: height = 0.05
48.4309 	EXP 	text_2: height = 0.05
48.4309 	EXP 	text_2: height = 0.05
48.4309 	EXP 	text_2: text = 'c_m_r_'
48.4309 	EXP 	text_2: autoDraw = True
48.4309 	EXP 	textbox: autoDraw = True
48.4309 	EXP 	text_3: autoDraw = True
49.6815 	DATA 	Keypress: c
49.8365 	DATA 	Keypress: a
50.5488 	DATA 	Keypress: m
